source_ru	canonical_en	layer	glossary_kind	priority	source_count	status	confidence	historical_person_tier	review_reason	g3_action	g3_review_priority	g3_review_reason	g4_action	g4_confidence	g4_review_priority	g4_review_reason	person_document_count	person_organization_count	alias_count	process_distribution	notes
Л.Г. Миронова	L.G. Mironov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Л.М. Заковского	L.M. Zakovsky	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Л.П. Жашковой	L.P. Zhashkova	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							1	1	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
Л.Я. Любарского	L.Ya. Lyubarsky	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	5	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Л.Я. Нехамкина	L.Ya. Nekhamkin	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	4	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
М.А. Житкова	M.A. Zhitkov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
М.А. Нариманова	M.A. Narimanov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
М.В. Борисова	M.V. Borisov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							1	1	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
М.В. Воротникова	M.V. Vorotnikov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							1	2	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
М.В. Кузнецова	M.V. Kuznetsov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
М.Д. Багирова	M.D. Bagirov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
М.Д. Кочетовой	M.D. Kochetova	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	4	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
М.Е. Быстрова	M.E. Bystrov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	5	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
М.И. Кащеева	M.I. Kashcheev	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	5	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
М.И. Крушельницкого	M.I. Krushelnitsky	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							1	0	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
М.И. Рябининой	M.I. Ryabinina	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	4	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
М.К. Мухановой	M.K. Mukhanov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							1	2	1	КРЕМЛЕВСКОЕ ДЕЛО:1	auto transliteration adjusted by common historical romanization rules
М.Л. Елина	M.L. Elin	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
М.Л. Левина	M.L. Levin	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	6	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
М.М. Карпова	M.M. Karpov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	6	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
М.М. Литвинова	M.M. Litvinov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							1	0	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
М.М. Малинова	M.M. Malinov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							1	2	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
М.М. Михайлова	M.M. Mikhailov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	3	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
М.Н. Авдеева	M.N. Avdeev	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
М.Н. Дьячкова	M.N. Dyachkov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
М.Н. Уфимцевой	M.N. Ufimtseva	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
М.П. Давыдова	M.P. Davydov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
М.П. Луковского	M.P. Lukovsky	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							1	2	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
М.П. Прибыловского	M.P. Pribylovsky	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							1	2	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
М.П. Стремякова	M.P. Stremyakov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
М.С. Жалыбина-Быкова	M.S. Zhalybina-Bykov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	4	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
М.С. Панфилова	M.S. Panfilov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							1	2	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
М.С. Югова	M.S. Yugov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							1	2	1	РАЗНЫЕ ДОКУМЕНТЫ:1	automatic transliteration seed; human review recommended before production glossary
М.Х. Орлова	M.Kh. Orlov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization							1	2	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
М.Я. Карпова	M.Ya. Karpov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	5	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
Н.А. Бобылева	N.A. Bobylev	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Н.А. Емельянова	N.A. Emelyanov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
Н.А. Королева	N.A. Korolev	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Н.В. Комогорова	N.V. Komogorov	people	person_name	low	1	auto_normalized_needs_review	medium	tier3_high_org_context		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved			low	case_form_with_high_org_context	1	9	1	РАЗНЫЕ ДОКУМЕНТЫ:1	automatic transliteration seed; human review recommended before production glossary
Н.Г. Ольховского	N.G. Olkhovsky	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Н.Г. Туманова	N.G. Tumanov	people	person_name	low	1	auto_normalized_needs_review	medium	tier4_auto_ok		auto_morphological_normalization	low	person_multiple_org_contexts_not_approved					1	5	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
