person	role	role_class	document_count	person_total_documents	share_of_person_documents
Е.Ф. Куликовым	заместитель	office_position	1	1	1.0
Е.Ф. Куликовым	нарком	office_position	1	1	1.0
Е.Ф. Куликовым	правый	political_label	1	1	1.0
Е.Ф. Куликовым	троцкист	political_label	1	1	1.0
Е.Ф. Тойво-Пешина	член	generic_membership	1	1	1.0
Е.Ф. Тойво-Пешина	троцкист	political_label	1	1	1.0
Е.Э. Чернозубовой	член	generic_membership	1	1	1.0
Е.Я. Буклея	агент	accusatory_or_intelligence_label	1	1	1.0
Е.Я. Буклея	член	generic_membership	1	1	1.0
Е.Я. Буклея	сотрудник	generic_staff	1	1	1.0
Е.Я. Буклея	нарком	office_position	1	1	1.0
Е.Я. Буклея	посол	office_position	1	1	1.0
Е.Я. Буклея	секретарь	office_position	1	1	1.0
Е.Я. Буклея	троцкист	political_label	1	1	1.0
Е.Я. Буклея	свидетель	trial_role	1	1	1.0
Ежов	судья	office_position	1	466	0.0021
З.А. Ашрафяна	кандидат	generic_membership	1	4	0.25
З.А. Ашрафяна	сотрудник	generic_staff	1	4	0.25
З.А. Ашрафяна	комиссар	office_position	1	4	0.25
З.А. Ашрафяна	прокурор	office_position	1	4	0.25
З.А. Ашрафяна	редактор	office_position	1	4	0.25
З.В. Флоровой	директор	office_position	1	2	0.5
З.В. Флоровой	заместитель	office_position	1	2	0.5
З.Д. Ханик	кандидат	generic_membership	1	2	0.5
З.Д. Ханик	член	generic_membership	1	2	0.5
З.Д. Ханик	начальник	office_position	1	2	0.5
З.Д. Ханик	секретарь	office_position	1	2	0.5
З.Е. Саркисьяна	кандидат	generic_membership	1	1	1.0
З.Е. Саркисьяна	член	generic_membership	1	1	1.0
З.Е. Саркисьяна	представитель	generic_representative	1	1	1.0
З.Е. Саркисьяна	сотрудник	generic_staff	1	1	1.0
З.Е. Саркисьяна	директор	office_position	1	1	1.0
З.Е. Саркисьяна	заместитель	office_position	1	1	1.0
З.Е. Саркисьяна	нарком	office_position	1	1	1.0
З.Е. Саркисьяна	начальник	office_position	1	1	1.0
З.Е. Саркисьяна	председатель	office_position	1	1	1.0
З.Е. Саркисьяна	прокурор	office_position	1	1	1.0
З.Е. Саркисьяна	редактор	office_position	1	1	1.0
З.Е. Саркисьяна	руководитель	office_position	1	1	1.0
З.Е. Саркисьяна	секретарь	office_position	1	1	1.0
З.Е. Саркисьяна	троцкист	political_label	1	1	1.0
З.И. Давыдовой	член	generic_membership	1	6	0.1667
З.И. Давыдовой	обвиняемый	trial_role	1	6	0.1667
З.И. Фридмана	член	generic_membership	1	1	1.0
З.И. Фридмана	редактор	office_position	1	1	1.0
З.И. Фридмана	руководитель	office_position	1	1	1.0
З.И. Фридмана	секретарь	office_position	1	1	1.0
З.И. Фридмана	троцкист	political_label	1	1	1.0
З.М. Беленького	нарком	office_position	1	4	0.25
З.М. Беленького	председатель	office_position	1	4	0.25
З.М. Беленького	правый	political_label	1	4	0.25
З.М. Беленького	свидетель	trial_role	1	4	0.25
З.С. Синициной	агент	accusatory_or_intelligence_label	1	1	1.0
З.С. Синициной	член	generic_membership	1	1	1.0
З.С. Синициной	руководитель	office_position	1	1	1.0
З.С. Синициной	следователь	office_position	1	1	1.0
З.С. Синициной	правый	political_label	1	1	1.0
З.С. Синициной	троцкист	political_label	1	1	1.0
Зиновьев	корреспондент	office_position	1	50	0.02
Зиновьев	полпред	office_position	1	50	0.02
Зиновьев	посол	office_position	1	50	0.02
Зиновьев	подсудимый	trial_role	1	50	0.02
И.А. Акулову	член	generic_membership	1	1	1.0
И.А. Акулову	заместитель	office_position	1	1	1.0
И.А. Акулову	секретарь	office_position	1	1	1.0
И.А. Данилова	член	generic_membership	1	1	1.0
И.А. Данилова	троцкист	political_label	1	1	1.0
И.А. Князева	представитель	generic_representative	1	4	0.25
И.А. Князева	директор	office_position	1	4	0.25
И.А. Князева	заместитель	office_position	1	4	0.25
И.А. Князева	посол	office_position	1	4	0.25
И.А. Князева	председатель	office_position	1	4	0.25
И.А. Князева	следователь	office_position	1	4	0.25
И.А. Князева	правый	political_label	1	4	0.25
И.А. Козина	заместитель	office_position	1	2	0.5
И.А. Козина	начальник	office_position	1	2	0.5
И.А. Козина	троцкист	political_label	1	2	0.5
И.А. Козина	обвиняемый	trial_role	1	2	0.5
И.А. Мальгина	сотрудник	generic_staff	1	1	1.0
И.А. Мальгина	руководитель	office_position	1	1	1.0
И.А. Мальгина	секретарь	office_position	1	1	1.0
И.А. Мальгина	следователь	office_position	1	1	1.0
И.А. Мальгина	троцкист	political_label	1	1	1.0
И.А. Мальгина	свидетель	trial_role	1	1	1.0
И.А. Масленникова	член	generic_membership	1	1	1.0
И.А. Масленникова	директор	office_position	1	1	1.0
И.А. Масленникова	комиссар	office_position	1	1	1.0
И.А. Масленникова	руководитель	office_position	1	1	1.0
И.А. Масленникова	секретарь	office_position	1	1	1.0
И.А. Масленникова	троцкист	political_label	1	1	1.0
И.А. Мусульбаса	агент	accusatory_or_intelligence_label	1	7	0.1429
И.А. Мусульбаса	начальник	office_position	1	7	0.1429
И.А. Мусульбаса	редактор	office_position	1	7	0.1429
И.А. Мусульбаса	правый	political_label	1	7	0.1429
И.В. Больших	член	generic_membership	1	1	1.0
И.В. Больших	корреспондент	office_position	1	1	1.0
И.В. Больших	начальник	office_position	1	1	1.0
И.В. Больших	секретарь	office_position	1	1	1.0
И.В. Вардин-Мгеладзе	член	generic_membership	1	1	1.0
И.В. Вардин-Мгеладзе	представитель	generic_representative	1	1	1.0
И.В. Вардин-Мгеладзе	сотрудник	generic_staff	1	1	1.0
И.В. Вардин-Мгеладзе	правый	political_label	1	1	1.0
И.В. Вардин-Мгеладзе	троцкист	political_label	1	1	1.0
И.В. Липковского	член	generic_membership	1	1	1.0
И.В. Липковского	директор	office_position	1	1	1.0
И.В. Липковского	нарком	office_position	1	1	1.0
И.В. Липковского	руководитель	office_position	1	1	1.0
И.В. Липковского	обвиняемый	trial_role	1	1	1.0
И.В. Любина	член	generic_membership	1	1	1.0
И.В. Любина	троцкист	political_label	1	1	1.0
И.В. Любина	обвиняемый	trial_role	1	1	1.0
И.Г. Жестянникова	троцкист	political_label	1	1	1.0
И.Г. Юскина	редактор	office_position	1	8	0.125
И.Г. Юскина	руководитель	office_position	1	8	0.125
И.Г. Юскина	секретарь	office_position	1	8	0.125
И.Г. Юскина	троцкист	political_label	1	8	0.125
И.Г. Юскина	обвиняемый	trial_role	1	8	0.125
И.Д. Гаврикова	начальник	office_position	1	2	0.5
И.Д. Гаврикова	секретарь	office_position	1	2	0.5
И.Д. Гаврикова	следователь	office_position	1	2	0.5
И.Д. Зорина	член	generic_membership	1	1	1.0
И.Д. Зорина	секретарь	office_position	1	1	1.0
И.Д. Зорина	троцкист	political_label	1	1	1.0
И.Д. Турока	сотрудник	generic_staff	1	3	0.3333
И.Д. Турока	директор	office_position	1	3	0.3333
И.Д. Турока	председатель	office_position	1	3	0.3333
И.Д. Турока	прокурор	office_position	1	3	0.3333
И.Д. Турока	руководитель	office_position	1	3	0.3333
И.Д. Турока	обвиняемый	trial_role	1	3	0.3333
И.Е. Коваленко	агент	accusatory_or_intelligence_label	1	2	0.5
И.Е. Коваленко	прокурор	office_position	1	2	0.5
И.Е. Коваленко	следователь	office_position	1	2	0.5
И.Е. Коваленко	правый	political_label	1	2	0.5
И.Е. Павлова	сотрудник	generic_staff	1	2	0.5
И.Е. Павлова	руководитель	office_position	1	2	0.5
И.Е. Павлова	секретарь	office_position	1	2	0.5
И.Е. Павлова	троцкист	political_label	1	2	0.5
И.Е. Шмундака	член	generic_membership	1	1	1.0
И.Е. Шмундака	сотрудник	generic_staff	1	1	1.0
И.Е. Шмундака	троцкист	political_label	1	1	1.0
И.З. Станкина	член	generic_membership	1	1	1.0
И.З. Станкина	комиссар	office_position	1	1	1.0
И.З. Станкина	председатель	office_position	1	1	1.0
И.З. Станкина	руководитель	office_position	1	1	1.0
И.З. Станкина	секретарь	office_position	1	1	1.0
И.З. Станкина	правый	political_label	1	1	1.0
И.З. Станкина	троцкист	political_label	1	1	1.0
И.И. Бурлакова	заместитель	office_position	1	3	0.3333
И.И. Бурлакова	комиссар	office_position	1	3	0.3333
И.И. Бурлакова	председатель	office_position	1	3	0.3333
И.И. Бурлакова	руководитель	office_position	1	3	0.3333
И.И. Бурлакова	секретарь	office_position	1	3	0.3333
И.И. Бурлакова	правый	political_label	1	3	0.3333
И.И. Бурлакова	обвиняемый	trial_role	1	3	0.3333
И.И. Горовича	представитель	generic_representative	1	4	0.25
И.И. Горовича	сотрудник	generic_staff	1	4	0.25
И.И. Горовича	руководитель	office_position	1	4	0.25
И.И. Горовича	правый	political_label	1	4	0.25
И.И. Граше	член	generic_membership	1	1	1.0
И.И. Граше	представитель	generic_representative	1	1	1.0
И.И. Граше	комиссар	office_position	1	1	1.0
И.И. Граше	нарком	office_position	1	1	1.0
И.И. Граше	начальник	office_position	1	1	1.0
И.И. Граше	редактор	office_position	1	1	1.0
И.И. Граше	секретарь	office_position	1	1	1.0
И.И. Звады	агент	accusatory_or_intelligence_label	1	1	1.0
И.И. Звады	член	generic_membership	1	1	1.0
И.И. Звады	руководитель	office_position	1	1	1.0
И.И. Звады	секретарь	office_position	1	1	1.0
И.И. Звады	троцкист	political_label	1	1	1.0
